%
%
% ent dat.name dat.joined dat.species dat.coloring dat.gender dat.birthday dat.age dat.hometown dat.favorite_toy dat.favorite_activity dat.favorite_food
"2007" "Millie" "September 4, 2006" "Hamster (Syrian)" "Golden Banded" "Female" "July 17, 2006" "Gone to Hamster Heaven" "Scotland,  United Kingdom" "Scotland,  United Kingdom" "Scotland,  United Kingdom" "Scotland,  United Kingdom"
"2008" "Ozy" "September 4, 2006" "Hamster (Syrian)" "Grey" "Male" "June 15, 2006" "Gone to Hamster Heaven" "Scotland,  United Kingdom" "Log Tunnel" "Log Tunnel" "Log Tunnel"
"2009" "Bear" "August 1, 2006" "Hamster (Syrian)" "Black" "Male" "May 1, 2006" "Gone to Hamster Heaven" "Bellingham, WA&nbsp; United States" "Toliet Paper Roll" "Toliet Paper Roll" "Lettuce"
"2010" "Pearl" "August 1, 2006" "Hamster (Syrian)" "Pearl" "Female" "June 24, 2006" "Gone to Hamster Heaven" "Bellingham, WA&nbsp; United States" "Paper Towel Roll" "Paper Towel Roll" "Peanut"
"2011" "Salem Saberhagen" "August 3, 2006" "Hamster (Common)" "Orange" "Male" "June 15, 2005" "Gone to Hamster Heaven" "Noblesville, IN&nbsp; United States" "his wheel until he got the tumor" "his wheel until he got the tumor" "any thing other seed"
"2012" "Greg" "August 3, 2006" "Hamster (Common)" "Blonde" "Female" "January 1, 2006" "Gone to Hamster Heaven" "Noblesville, IN&nbsp; United States" "Her very annoying wheel" "Her very annoying wheel" "carrots and dried fruit"
"2013" "Roxie" "August 3, 2006" "Hamster (Common)" "Black" "Female" "January 1, 2006" "Gone to Hamster Heaven" "Noblesville, IN&nbsp; United States" "the roll away nest" "the roll away nest" "sun flower seeds and snap peas"
"2014" "Cherry" "October 15, 2008" "Hamster (Dwarf)" "Black" "Female" "October 4, 2008" "Gone to Hamster Heaven" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore" "No preference yet"
"2015" "Ringo" "June 21, 2008" "Hamster (Dwarf)" "Agouti" "Female" "June 9, 2008" "44 months" "Singapore,  Singapore" "No toy as yet." "No toy as yet." "Sunflower seed"
"2016" "Spritez" "October 15, 2008" "Hamster (Unknown)" "Agouti" "Female" "October 4, 2008" "40 months" "Singapore,  Singapore" "The wheel" "The wheel" "No preference yet"
"2017" "Eli" "August 6, 2006" "Hamster (Dwarf)" "White" "Female" "March 1, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "Wooden Sticks" "Wooden Sticks" "Sunflower seeds, apple pies, steaks."
"2018" "Poopee" "August 6, 2006" "Hamster (Dwarf)" "White" "Female" "January 1, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "Her habitat - the bars of her cage." "Her habitat - the bars of her cage." "Sunflower seeds"
"2019" "Bae" "March 8, 2009" "Hamster (Dwarf)" "White" "Female" "July 27, 2008" "43 months" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore"
"2020" "peanut" "August 6, 2006" "Hamster (Common)" "Black Banded" "Female" "July 11, 2003" "Gone to Hamster Heaven" "Singapore,  Singapore" "cage" "cage" "sunflower seeds"
"2021" "sleepyhead" "August 6, 2006" "Hamster (Common)" "Black Banded" "Female" "March 22, 2003" "Gone to Hamster Heaven" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore" "sunflower seeds"
"2022" "xiao mei mei" "August 20, 2006" "Hamster (Dwarf)" "Pudding" "Female" "April 20, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "hamster ball" "hamster ball" "hamie nuts"
"2023" "Cornflower" "October 28, 2010" "Hamster (Syrian)" "Sable Banded" "Female" "September 16, 2010" "17 months" "Little Rock, AR&nbsp; United States" "Comfort Wheel" "Comfort Wheel" "sunflower seeds"
"2024" "Orlando" "October 26, 2009" "Hamster (Teddy Bear)" "Dove" "Male" "September 10, 2009" "Gone to Hamster Heaven" "Little Rock, AR&nbsp; United States" "Comfort Wheel" "Comfort Wheel" "sunflower seeds"
"2025" "Pansito" "June 1, 2010" "Hamster (Teddy Bear)" "Sable Banded" "Male" "April 3, 2010" "22 months" "Little Rock, AR&nbsp; United States" "Comfort wheel" "Comfort wheel" "Sunflower seeds"
"2026" "Phoebe" "April 25, 2009" "Hamster (Syrian)" "Golden" "Female" "September 1, 2008" "Gone to Hamster Heaven" "Little Rock, AR&nbsp; United States" "Wodent Wheel" "Wodent Wheel" "Anything!"
"2027" "Lucky" "August 11, 2006" "Hamster (Unknown)" "Agouti" "Male" "June 14, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "a small hamster soft toy" "a small hamster soft toy" "carrots"
"2028" "Peanut" "August 11, 2006" "Hamster (Roborovskii)" "Golden" "Female" "October 21, 2004" "Gone to Hamster Heaven" "Singapore,  Singapore" "small hamster toy" "small hamster toy" "peanut and corn"
"2029" "Xixi" "August 11, 2006" "Hamster (Siberian)" "Pearl" "Female" "January 1, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore" "Peanuts"
"2030" "Dang Dang" "August 11, 2006" "Hamster (Siberian)" "Agouti" "Male" "January 1, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "The Wheel" "The Wheel" "Not picky...any food does the job."
"2031" "Ding Ding" "August 11, 2006" "Hamster (Siberian)" "Pearl" "Female" "January 1, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "The Wheel" "The Wheel" "Anything is fine with her"
"2032" "Haha" "August 11, 2006" "Hamster (Siberian)" "Agouti" "Male" "January 1, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "A wooden chopstick" "A wooden chopstick" "Sunflower Seed"
"2033" "Muffin" "October 29, 2008" "Hamster (Dwarf)" "Nutmeg" "Female" "January 1, 2008" "49 months" "Minneapolis, MN&nbsp; United States" "Minneapolis, MN&nbsp; United States" "Minneapolis, MN&nbsp; United States" "Treats"
"2034" "Bick" "August 13, 2006" "Hamster (Teddy Bear)" "Black" "Male" "January 28, 2003" "Gone to Hamster Heaven" "Lake Grove, NY&nbsp; United States" "water bottle!" "water bottle!" "corn and the black seeds"
"2035" "Mao Mao" "August 13, 2006" "Hamster (Dwarf)" "Grey" "Male" "April 12, 2003" "Gone to Hamster Heaven" "Singapore,  Singapore" "My FoOd CoNtAiN3r" "My FoOd CoNtAiN3r" "GrAp3"
"2036" "PiPi, PiCkL2s" "August 27, 2006" "Hamster (Dwarf)" "Golden Banded" "Female" "December 19, 2003" "Gone to Hamster Heaven" "Singapore,  Singapore" "WoOd3N bOx, FoOd CoNtAiN3r" "WoOd3N bOx, FoOd CoNtAiN3r" "3V3tYtHiNg LoR"
"2037" "WaKa" "August 27, 2006" "Hamster (Dwarf)" "Golden Banded" "Female" "December 19, 2003" "Gone to Hamster Heaven" "Singapore,  Singapore" "WoOd3N bOx" "WoOd3N bOx" "SuNfLoW3rS33dS"
"2038" "Brownie" "August 14, 2006" "Hamster (Dwarf)" "Grey" "Female" "June 18, 2005" "Gone to Hamster Heaven" "Marsiling,  Singapore" "Marsiling,  Singapore" "Marsiling,  Singapore" "Green honey star"
"2039" "milkshake" "August 14, 2006" "Hamster (Dwarf)" "Grey" "Female" "June 18, 2006" "Gone to Hamster Heaven" "Marsiling,  Singapore" "Marsiling,  Singapore" "Marsiling,  Singapore" "Green honey star"
"2040" "jAcky" "August 16, 2006" "Hamster (Russian)" "Grey" "Male" "June 15, 2006" "Gone to Hamster Heaven" "Aljunied,  Singapore" "hUt" "hUt" "cAbBagE"
"2041" "Caramel" "August 18, 2006" "Hamster (Russian)" "Honey" "Male" "October 23, 2004" "Gone to Hamster Heaven" "Meriden, KS&nbsp; United States" "Wood blocks, fruit chew blocks." "Wood blocks, fruit chew blocks." "Fruit Bites Banquet, others."
"2042" "Buttercup" "August 18, 2006" "Hamster (Syrian)" "Golden" "Female" "January 16, 2006" "Gone to Hamster Heaven" "Meriden, KS&nbsp; United States" "Wooden chew pencils." "Wooden chew pencils." "Several mixed together."
"2043" "Trevor" "August 20, 2006" "Hamster (Syrian)" "Golden" "Male" "March 1, 2006" "Gone to Hamster Heaven" "Tamworth,  United Kingdom" "Toilet-roll Tube" "Toilet-roll Tube" "Yoghurt Drops"
"2044" "Flippy" "March 25, 2008" "Hamster (Dwarf)" "Grey" "Male" "August 1, 2007" "54 months" "Ny, NY&nbsp; United States" "Wheel" "Wheel" "anything he can stuff in his cheek"
"2045" "Marshmellow" "March 25, 2008" "Gerbil (Unknown)" "White" "Male" "February 1, 2007" "60 months" "Ny, NY&nbsp; United States" "Toilet paper tubes" "Toilet paper tubes" "Toilet paper tubes"
"2046" "Meeple" "August 26, 2006" "Hamster (Teddy Bear)" "White" "Female" "January 17, 2001" "Gone to Hamster Heaven" "Chicago, IL&nbsp; United States" "Plastic logs, cage bars" "Plastic logs, cage bars" "Sprinkles"
"2047" "Button" "August 26, 2006" "Hamster (Teddy Bear)" "Golden Banded" "Female" "August 1, 2002" "Gone to Hamster Heaven" "Chicago, IL&nbsp; United States" "Gameboy Advance Buttons" "Gameboy Advance Buttons" "I like everything equally"
"2048" "Muku" "August 26, 2006" "Hamster (Teddy Bear)" "Brown" "Female" "November 12, 2001" "Gone to Hamster Heaven" "Chicago, IL&nbsp; United States" "Wheel" "Wheel" "Apples"
"2049" "Pummy" "August 26, 2006" "Hamster (Syrian)" "Cream" "Female" "November 12, 1999" "Gone to Hamster Heaven" "Chicago, IL&nbsp; United States" "Food" "Food" "Everything"
"2050" "Riotpoof" "August 26, 2006" "Hamster (Teddy Bear)" "Sable Banded" "Female" "November 12, 1999" "Gone to Hamster Heaven" "Chicago, IL&nbsp; United States" "Wheel" "Wheel" "Lettuce"
"2051" "Kinky Pixie Stick" "August 27, 2006" "Hamster (Syrian)" "Cream" "Male" "May 1, 2006" "Gone to Hamster Heaven" "Medina, OH&nbsp; United States" "Cage Bars" "Cage Bars" "Carrots"
"2052" "Cinnamon" "August 27, 2006" "Hamster (Syrian)" "Fawn" "Female" "May 1, 2006" "Gone to Hamster Heaven" "Medina, OH&nbsp; United States" "Wheel" "Wheel" "Store-Bought Hamster Treats"
"2053" "Oreo" "September 3, 2006" "Hamster (Dwarf)" "White" "Male" "August 1, 2005" "Gone to Hamster Heaven" "Toronto, ON&nbsp; Canada" "Toronto, ON&nbsp; Canada" "Toronto, ON&nbsp; Canada" "peanut butter"
"2054" "Bubbles" "September 3, 2006" "Hamster (Teddy Bear)" "Cream" "Male" "January 1, 2004" "Gone to Hamster Heaven" "Toronto, ON&nbsp; Canada" "Toronto, ON&nbsp; Canada" "Toronto, ON&nbsp; Canada" "Toronto, ON&nbsp; Canada"
"2055" "Flower" "September 3, 2006" "Hamster (Dwarf)" "Grey" "Male" "July 1, 2004" "Gone to Hamster Heaven" "Toronto, ON&nbsp; Canada" "Toronto, ON&nbsp; Canada" "Toronto, ON&nbsp; Canada" "sunflower seeds"
"2056" "Fudgeo" "September 3, 2006" "Hamster (Dwarf)" "Brown" "Male" "August 1, 2005" "Gone to Hamster Heaven" "Toronto, ON&nbsp; Canada" "Toronto, ON&nbsp; Canada" "Toronto, ON&nbsp; Canada" "sunflower seeds"
"2057" "Bailey" "September 7, 2006" "Hamster (Russian)" "Mottled" "Female" "August 20, 2006" "66 months" "Bronx, NY&nbsp; United States" "Bronx, NY&nbsp; United States" "Bronx, NY&nbsp; United States" "Bronx, NY&nbsp; United States"
"2058" "Raiden" "September 8, 2006" "Hamster (Russian)" "Agouti" "Male" "March 15, 2006" "Gone to Hamster Heaven" "Columbus, OH&nbsp; United States" "The wheel or the ball" "The wheel or the ball" "Sunflower Seeds"
"2059" "Raiju" "September 8, 2006" "Hamster (Russian)" "Albino" "Male" "June 15, 2006" "Gone to Hamster Heaven" "Columbus, OH&nbsp; United States" "Anything he can chew......my rings." "Anything he can chew......my rings." "Seeds"
"2060" "Forest" "September 20, 2006" "Hamster (Russian)" "Grey" "Male" "April 24, 2005" "Gone to Hamster Heaven" "Boston, MA&nbsp; United States" "Wheel" "Wheel" "Low Sugar Cereal"
"2061" "Pepsi" "April 1, 2008" "Hamster (Teddy Bear)" "Golden" "Male" "October 12, 2007" "52 months" "46055, IN&nbsp; United States" "empty roll of duck tape" "empty roll of duck tape" "Carrots"
"2062" "Albert" "June 26, 2008" "Hamster (Syrian)" "Champagne" "Male" "May 10, 2007" "57 months" "Banja Luka,  Bosnia and Herzegovina" "Wheel, of course." "Wheel, of course." "Apples."
"2063" "Ella" "October 24, 2006" "Hamster (Teddy Bear)" "Cream" "Female" "February 26, 2006" "Gone to Hamster Heaven" "Princeton, NJ&nbsp; United States" "Hamster Kabobs" "Hamster Kabobs" "Anything I give her"
"2064" "Rosie Lea (Rosalee)" "December 4, 2006" "Hamster (Dwarf)" "Argente" "Female" "September 1, 2006" "Gone to Hamster Heaven" "Monterey Park, CA&nbsp; United States" "Monterey Park, CA&nbsp; United States" "Monterey Park, CA&nbsp; United States" "Monterey Park, CA&nbsp; United States"
"2065" "Leonardo" "November 10, 2006" "Hamster (Dwarf)" "Grey" "Male" "January 15, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "Chewing Metal Grill" "Chewing Metal Grill" "Melon Seeds"
"2066" "Peppur" "December 3, 2006" "Hamster (Teddy Bear)" "Golden Banded" "Male" "December 8, 2004" "Gone to Hamster Heaven" "Monroe, WA&nbsp; United States" "His wheel - of course!" "His wheel - of course!" "Cheese &amp; Crackers"
"2067" "Marcy" "December 3, 2006" "Hamster (Chinese)" "Black" "Female" "July 18, 2005" "Gone to Hamster Heaven" "Monroe, WA&nbsp; United States" "Probably your finger -- she loves biting those!" "Probably your finger -- she loves biting those!" "Peanuts and the crunchy part of a Kit-kat"
"2068" "Amma" "December 28, 2009" "Hamster (Syrian)" "Black Banded" "Female" "November 15, 2008" "39 months" "McCall, ID&nbsp; United States" "McCall, ID&nbsp; United States" "McCall, ID&nbsp; United States" "McCall, ID&nbsp; United States"
"2069" "Eleanor" "August 27, 2008" "Hamster (Syrian)" "Black" "Female" "November 27, 2007" "Gone to Hamster Heaven" "McCall, ID&nbsp; United States" "her wodenet wheel" "her wodenet wheel" "baked apples, tofu, blueberries"
"2070" "Tula" "December 28, 2009" "Hamster (Syrian)" "Cinnamon" "Female" "April 15, 2009" "34 months" "McCall, ID&nbsp; United States" "McCall, ID&nbsp; United States" "McCall, ID&nbsp; United States" "McCall, ID&nbsp; United States"
"2071" "BuiBui" "December 31, 2006" "Hamster (Dwarf)" "Grey" "Female" "January 1, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore"
"2072" "AhPa" "December 31, 2006" "Hamster (Dwarf)" "Grey" "Male" "February 1, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore"
"2073" "Pipsqueak" "January 9, 2007" "Hamster (Dwarf)" "Cream" "Male" "December 16, 2006" "62 months" "El Cajon, CA&nbsp; United States" "El Cajon, CA&nbsp; United States" "El Cajon, CA&nbsp; United States" "Cheerios"
"2074" "Quenouille" "February 4, 2007" "Hamster (Syrian)" "Sable" "Female" "July 13, 2005" "Gone to Hamster Heaven" "Boischatel, QC&nbsp; Canada" "Her blue wheel" "Her blue wheel" "Sunflower Seed POWAAA !"
"2075" "Jean-Coutu Bergeron-Gagné" "February 4, 2007" "Hamster (Common)" "Sable" "Female" "February 11, 2005" "Gone to Hamster Heaven" "Boischatel, QC&nbsp; Canada" "Her yellow wheel" "Her yellow wheel" "Corn"
"2076" "Elsie" "June 22, 2009" "Hamster (Syrian)" "Albino" "Female" "May 1, 2009" "33 months" "London,  United Kingdom" "London,  United Kingdom" "London,  United Kingdom" "Not sure yet."
"2077" "Lola" "January 16, 2009" "Hamster (Roborovskii)" "Blonde" "Female" "January 15, 2008" "Gone to Hamster Heaven" "London,  United Kingdom" "Snak Shak" "Snak Shak" "Banana"
"2078" "Miffy" "January 16, 2009" "Hamster (Chinese)" "Agouti" "Female" "May 1, 2008" "45 months" "London,  United Kingdom" "Coconut House" "Coconut House" "Muesli"
"2079" "ok..i cant fit the names!" "February 20, 2007" "Hamster (Syrian)" "Cream" "Female" "May 7, 2005" "Gone to Hamster Heaven" "Vimont Laval, QC&nbsp; Canada" "all different" "all different" "all differen"
"2080" "Sugar" "May 7, 2007" "Hamster (Chinese)" "Agouti" "Male" "January 2, 2007" "61 months" "Vimont Laval, QC&nbsp; Canada" "ball with a bell inside" "ball with a bell inside" "Banana"
"2081" "Sugar (again) Spike and Albert" "May 7, 2007" "Hamster (Unknown)" "Agouti" "Male" "January 2, 2007" "61 months" "Vimont Laval, QC&nbsp; Canada" "Sticks" "Sticks" "ball"
"2082" "Muffin" "June 19, 2008" "Hamster (Syrian)" "Golden Banded" "Female" "January 1, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore" "Singapore,  Singapore"
"2083" "Elephant" "March 16, 2007" "Hamster (Syrian)" "Golden" "Male" "March 30, 2006" "Gone to Hamster Heaven" "Dallas, TX&nbsp; United States" "Cage bars to climb on" "Cage bars to climb on" "Treats"
"2084" "King Momo Jahobert Gogurt" "March 27, 2007" "Hamster (Common)" "Black Banded" "Male" "December 1, 2004" "Gone to Hamster Heaven" "Newark, NJ&nbsp; United States" "Wheel" "Wheel" "Sunflower seeds and Strawberry drops"
"2085" "Chester" "September 2, 2008" "Hamster (Russian)" "Black" "Male" "July 19, 2008" "43 months" "Thomaston, GA&nbsp; United States" "Thomaston, GA&nbsp; United States" "Thomaston, GA&nbsp; United States" "Thomaston, GA&nbsp; United States"
"2086" "Bubbles" "May 30, 2009" "Hamster (Syrian)" "Black" "Female" "January 1, 2007" "Gone to Hamster Heaven" "Warren, PA&nbsp; United States" "cardboard tube" "cardboard tube" "those yummy yogurt drops!"
"2087" "Elaine Marie" "September 9, 2009" "Hamster (Teddy Bear)" "Brown" "Female" "November 1, 2008" "39 months" "Grove City, PA&nbsp; United States" "Ball" "Ball" "tomatoes"
"2088" "Hamlet" "June 6, 2007" "Hamster (Syrian)" "Tortoise Shell" "Male" "January 18, 2006" "Gone to Hamster Heaven" "Clinton, MA&nbsp; United States" "Wheel" "Wheel" "Sunflower seeds"
"2089" "Baby" "June 6, 2007" "Hamster (Syrian)" "Golden" "Female" "February 9, 2006" "Gone to Hamster Heaven" "Clinton, MA&nbsp; United States" "Wheel" "Wheel" "Oats"
"2090" "taro" "June 13, 2007" "Hamster (Dwarf)" "Agouti" "Male" "May 1, 2007" "57 months" "Johor,  Malaysia" "Johor,  Malaysia" "Johor,  Malaysia" "flowerseed"
"2091" "miko" "June 13, 2007" "Hamster (Dwarf)" "Orange" "Female" "May 1, 2005" "Gone to Hamster Heaven" "Johor,  Malaysia" "Johor,  Malaysia" "Johor,  Malaysia" "flowerseed"
"2092" "Snuffles" "June 15, 2007" "Hamster (Unknown)" "Agouti" "Male" "March 17, 2007" "59 months" "Thorofare, NJ&nbsp; United States" "Wheel" "Wheel" "Sunflower Seeds"
"2093" "Oreo" "June 23, 2007" "Gerbil (Common)" "Black Banded" "Male" "May 1, 2007" "57 months" "Minneapolis, MN&nbsp; United States" "Igloo" "Igloo" "Napa Cabbage"
"2094" "Ginger" "June 23, 2007" "Gerbil (Common)" "Blonde" "Male" "May 1, 2007" "57 months" "Minneapolis, MN&nbsp; United States" "Igloos" "Igloos" "Napa Cabbage"
"2095" "Hewitt" "June 29, 2007" "Hamster (Dwarf)" "Argente" "Male" "May 3, 2007" "Gone to Hamster Heaven" "Hockessin, DE&nbsp; United States" "Toilet Paper Tube" "Toilet Paper Tube" "Millet and Flax Seeds"
"2096" "Squeakers" "July 1, 2007" "Hamster (Syrian)" "Golden Banded" "Male" "June 25, 2007" "Gone to Hamster Heaven" "Carrollton, TX&nbsp; United States" "Carrollton, TX&nbsp; United States" "Carrollton, TX&nbsp; United States" "Carrollton, TX&nbsp; United States"
"2097" "Alex" "August 13, 2007" "Hamster (Dwarf)" "Albino" "Male" "June 20, 2007" "56 months" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States"
"2098" "Cindy" "August 13, 2007" "Hamster (Dwarf)" "Albino" "Female" "June 20, 2007" "Gone to Hamster Heaven" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States"
"2099" "Sammy" "August 13, 2007" "Hamster (Russian)" "Albino" "Female" "August 12, 2007" "54 months" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States"
"2100" "UNKNOWN" "September 3, 2007" "Hamster (Russian)" "Albino" "Female" "September 1, 2007" "53 months" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States" "California City, CA&nbsp; United States"
"2101" "Misty" "July 29, 2007" "Hamster (Syrian)" "Roan" "Female" "October 10, 2005" "Gone to Hamster Heaven" "Middlesbrough,  United Kingdom" "Hammock" "Hammock" "Pumkin seeds"
